✅ Query: Q7 → Job: Nexmark_Q7_Isolated__Benchmark_Driver_
✅ 輸出路徑: /home/yenwei/research/structure_setup/output/t18
開始監控 Job: Nexmark_Q7_Isolated__Benchmark_Driver_
數據將存儲至: /home/yenwei/research/structure_setup/output/t18
等待 Flink 指標數據 (Job 可能正在重啟中)...
[15:46:12] Time: 2s | Total Latency: 692.00 ms | Throughput: 0.00 records/s
[15:46:14] Time: 4s | Total Latency: 992.00 ms | Throughput: 0.00 records/s
[15:46:16] Time: 6s | Total Latency: 992.00 ms | Throughput: 0.00 records/s
[15:46:18] Time: 8s | Total Latency: 1044.00 ms | Throughput: 15690.60 records/s
[15:46:20] Time: 10s | Total Latency: 1243.00 ms | Throughput: 15690.60 records/s
[15:46:22] Time: 12s | Total Latency: 1112.00 ms | Throughput: 19743.67 records/s
[15:46:24] Time: 14s | Total Latency: 2314.00 ms | Throughput: 29609.23 records/s
[15:46:26] Time: 16s | Total Latency: 2314.00 ms | Throughput: 29609.23 records/s
[15:46:28] Time: 18s | Total Latency: 5329.00 ms | Throughput: 41170.00 records/s
[15:46:30] Time: 20s | Total Latency: 7120.00 ms | Throughput: 41170.00 records/s
[15:46:32] Time: 22s | Total Latency: 5765.00 ms | Throughput: 45226.10 records/s
[15:46:34] Time: 24s | Total Latency: 7494.00 ms | Throughput: 53649.10 records/s
[15:46:36] Time: 26s | Total Latency: 7494.00 ms | Throughput: 53649.10 records/s
[15:46:38] Time: 28s | Total Latency: 6980.00 ms | Throughput: 66304.80 records/s
[15:46:40] Time: 30s | Total Latency: 6980.00 ms | Throughput: 66304.80 records/s
[15:46:42] Time: 32s | Total Latency: 6531.00 ms | Throughput: 68217.67 records/s
[15:46:44] Time: 34s | Total Latency: 8346.00 ms | Throughput: 75773.37 records/s
[15:46:47] Time: 36s | Total Latency: 8346.00 ms | Throughput: 75773.37 records/s
[15:46:49] Time: 38s | Total Latency: 9101.00 ms | Throughput: 91557.33 records/s
[15:46:51] Time: 40s | Total Latency: 9101.00 ms | Throughput: 91557.33 records/s
[15:46:53] Time: 42s | Total Latency: 9101.00 ms | Throughput: 96315.87 records/s
[15:46:55] Time: 44s | Total Latency: 10169.00 ms | Throughput: 107386.53 records/s
[15:46:57] Time: 46s | Total Latency: 10169.00 ms | Throughput: 107386.53 records/s
[15:46:59] Time: 48s | Total Latency: 11886.00 ms | Throughput: 120076.67 records/s
[15:47:01] Time: 50s | Total Latency: 11886.00 ms | Throughput: 120076.67 records/s
[15:47:03] Time: 52s | Total Latency: 11886.00 ms | Throughput: 123541.73 records/s
[15:47:05] Time: 54s | Total Latency: 11913.00 ms | Throughput: 130165.87 records/s
[15:47:07] Time: 56s | Total Latency: 11913.00 ms | Throughput: 130165.87 records/s
[15:47:09] Time: 58s | Total Latency: 12351.00 ms | Throughput: 137740.87 records/s
[15:47:11] Time: 60s | Total Latency: 12351.00 ms | Throughput: 137740.87 records/s
[15:47:13] Time: 62s | Total Latency: 12351.00 ms | Throughput: 139663.30 records/s
[15:47:15] Time: 64s | Total Latency: 13990.00 ms | Throughput: 147894.47 records/s
[15:47:17] Time: 66s | Total Latency: 13990.00 ms | Throughput: 147894.47 records/s
[15:47:19] Time: 68s | Total Latency: 15334.00 ms | Throughput: 144662.00 records/s
[15:47:21] Time: 70s | Total Latency: 15334.00 ms | Throughput: 144662.00 records/s
[15:47:23] Time: 72s | Total Latency: 15334.00 ms | Throughput: 141293.90 records/s
[15:47:25] Time: 74s | Total Latency: 16099.00 ms | Throughput: 146299.00 records/s
[15:47:27] Time: 76s | Total Latency: 16099.00 ms | Throughput: 146299.00 records/s
[15:47:29] Time: 78s | Total Latency: 17784.00 ms | Throughput: 153292.00 records/s
[15:47:31] Time: 80s | Total Latency: 17784.00 ms | Throughput: 153292.00 records/s
[15:47:33] Time: 82s | Total Latency: 17784.00 ms | Throughput: 151945.93 records/s
[15:47:35] Time: 84s | Total Latency: 17824.00 ms | Throughput: 153141.07 records/s
[15:47:37] Time: 86s | Total Latency: 17824.00 ms | Throughput: 150897.00 records/s
[15:47:39] Time: 88s | Total Latency: 19417.00 ms | Throughput: 147883.43 records/s
[15:47:41] Time: 90s | Total Latency: 19417.00 ms | Throughput: 147883.43 records/s
[15:47:43] Time: 92s | Total Latency: 19417.00 ms | Throughput: 148900.93 records/s
[15:47:45] Time: 94s | Total Latency: 19284.00 ms | Throughput: 146275.73 records/s
